"datetime","open","high","low","close"
2014-08-21 20:59:00,1351.5,1351.6,1349.85,1350.7
2014-08-21 21:09:00,1350.7,1351.85,1350.25,1350.85
2014-08-21 21:19:00,1350.85,1352,1350.5,1351.3
2014-08-21 21:29:00,1351.25,1352.15,1350.7,1351.65
2014-08-21 21:39:00,1351.55,1353.2,1350.85,1352.75
2014-08-21 21:49:00,1352.7,1352.7,1351.1,1351.75
2014-08-21 21:59:00,1351.75,1352.1,1350.6,1350.9
2014-08-21 22:09:00,1350.45,1353.35,1349.55,1352.75
2014-08-21 22:19:00,1352.75,1354.3,1352.35,1352.55
2014-08-21 22:29:00,1352.5,1352.75,1351.45,1351.8
2014-08-21 22:39:00,1351.75,1352.2,1351.2,1351.75
2014-08-21 22:49:00,1351.75,1352.1,1351,1351.85
2014-08-21 22:59:00,1351.85,1352.15,1351.3,1351.85
2014-08-21 23:09:00,1351.85,1351.85,1350.8,1351.05
2014-08-21 23:19:00,1351.1,1351.5,1350.1,1351
2014-08-21 23:29:00,1350.95,1352.25,1350.9,1351.6
2014-08-21 23:39:00,1351.6,1352.4,1351.35,1351.8
2014-08-21 23:49:00,1351.8,1352.8,1351.3,1352.55
2014-08-21 23:59:00,1352.65,1352.8,1351.95,1352.25
2014-08-22 00:09:00,1352.2,1352.6,1350.35,1350.5
2014-08-22 00:19:00,1350.5,1351,1350.1,1350.3
2014-08-22 00:29:00,1350.35,1351,1349.9,1350.85
2014-08-22 00:39:00,1350.8,1351.2,1350.65,1350.85
2014-08-22 00:49:00,1350.9,1350.95,1349.35,1350.2
2014-08-22 00:59:00,1350.2,1351,1350.2,1350.7
2014-08-22 01:09:00,1350.75,1350.8,1348.95,1349.25
2014-08-22 01:19:00,1349.3,1350.65,1348.7,1350.45
2014-08-22 01:29:00,1350.5,1351.25,1350.05,1350.55
2014-08-22 01:39:00,1350.55,1350.95,1350.15,1350.9
2014-08-22 01:49:00,1350.7,1350.9,1350.65,1350.8
2014-08-22 01:59:00,1350.75,1351.65,1350.6,1351.45
2014-08-22 02:06:00,1351.55,1351.8,1351.5,1351.55
2014-08-22 02:17:00,1351.55,1351.55,1350.7,1351.1
2014-08-22 02:23:00,1351.2,1351.4,1350.9,1351.25
2014-08-22 02:34:00,1351.4,1351.4,1351,1351.25
2014-08-22 02:49:00,1351.25,1351.9,1351.2,1351.75
2014-08-22 02:59:00,1351.65,1351.75,1351.2,1351.6
2014-08-22 03:08:00,1351.6,1352.05,1351.6,1351.95
2014-08-22 03:17:00,1352,1352,1351.8,1351.9
2014-08-22 03:29:00,1352.05,1352.65,1352.05,1352.35
2014-08-22 03:39:00,1352.45,1352.7,1352.35,1352.65
2014-08-22 03:49:00,1352.7,1353.25,1352.5,1352.7
2014-08-22 03:59:00,1352.75,1352.75,1351.9,1351.9
2014-08-22 04:09:00,1351.85,1352.3,1351.2,1352.3
2014-08-22 04:19:00,1352.3,1352.35,1351.55,1351.85
2014-08-22 04:29:00,1351.95,1352.25,1351.85,1352.1
2014-08-22 04:34:00,1352.1,1352.25,1351.65,1352.15
2014-08-22 04:49:00,1352.1,1352.1,1351.75,1351.8
2014-08-22 04:59:00,1351.3,1351.3,1351.1,1351.3
2014-08-22 05:09:00,1351.2,1351.35,1351.05,1351.1
2014-08-22 05:14:00,1351.05,1351.05,1336.35,1336.35
2014-08-22 05:59:00,1344.25,1351.55,1344.25,1351.4
2014-08-22 06:08:00,1351.3,1352.15,1351.1,1351.95
2014-08-22 06:18:00,1352,1352.1,1352,1352
2014-08-22 06:23:00,1351.85,1352,1351.6,1351.95
2014-08-22 06:35:00,1351.9,1351.9,1351.55,1351.55
2014-08-22 06:43:00,1351.6,1351.9,1351.55,1351.8
2014-08-22 06:56:00,1351.9,1352,1351.9,1351.95
2014-08-22 07:18:00,1351.9,1352.2,1351.9,1352.2
2014-08-22 07:23:00,1352.15,1352.2,1352,1352.1
2014-08-22 07:33:00,1352.1,1352.35,1352.1,1352.3
2014-08-22 07:45:00,1352.35,1352.45,1352.2,1352.35
2014-08-22 07:59:00,1352.55,1353.25,1352.55,1353.15
2014-08-22 08:09:00,1353.1,1353.15,1352.7,1353
2014-08-22 08:19:00,1353,1353.65,1352.95,1353.65
2014-08-22 08:29:00,1353.55,1353.85,1353.25,1353.25
2014-08-22 08:39:00,1353.2,1353.4,1353.05,1353.2
2014-08-22 08:48:00,1353.2,1353.3,1353.1,1353.15
2014-08-22 08:59:00,1353.1,1353.15,1352.6,1352.65
2014-08-22 09:09:00,1352.65,1352.75,1352.05,1352.5
2014-08-22 09:19:00,1352.25,1353.05,1352.15,1352.65
2014-08-22 09:29:00,1352.75,1353.05,1352.55,1352.55
2014-08-22 09:38:00,1352.45,1352.95,1352.45,1352.9
2014-08-22 09:47:00,1352.9,1353.1,1352.75,1352.95
2014-08-22 09:59:00,1353,1353.45,1353,1353.4
2014-08-22 10:09:00,1353.4,1353.6,1352.95,1353.5
2014-08-22 10:19:00,1353.45,1353.55,1353.2,1353.2
2014-08-22 10:29:00,1352.95,1354.1,1352.95,1354
2014-08-22 10:38:00,1353.85,1354.1,1353.6,1353.85
2014-08-22 10:49:00,1353.7,1354.05,1353.5,1353.9
2014-08-22 10:58:00,1353.95,1354.55,1353.8,1354.2
2014-08-22 11:09:00,1354.25,1354.5,1354.2,1354.2
2014-08-22 11:19:00,1354.15,1354.35,1353.95,1354.25
2014-08-22 11:28:00,1354.25,1354.25,1353.9,1354.25
2014-08-22 11:39:00,1354.1,1354.6,1354.1,1354.5
2014-08-22 11:45:00,1354.55,1354.6,1354.4,1354.45
2014-08-22 11:55:00,1354.55,1354.55,1354.55,1354.55
2014-08-22 12:09:00,1354.75,1355.2,1354.6,1354.9
2014-08-22 12:18:00,1354.9,1354.95,1354.7,1354.7
2014-08-22 12:29:00,1354.75,1354.75,1354.1,1354.15
2014-08-22 12:39:00,1354.05,1354.45,1354,1354.45
2014-08-22 12:46:00,1354.55,1354.55,1354.45,1354.5
2014-08-22 12:59:00,1354.6,1354.85,1354.55,1354.75
2014-08-22 13:06:00,1354.75,1354.95,1354.75,1354.9
2014-08-22 13:19:00,1354.95,1355,1354.65,1354.9
2014-08-22 13:29:00,1354.85,1354.9,1354.8,1354.8
2014-08-22 13:37:00,1354.85,1355.15,1354.75,1355.1
2014-08-22 13:49:00,1355.1,1355.3,1354.75,1355.1
2014-08-22 13:59:00,1355.2,1356.25,1355.2,1355.9
2014-08-22 14:09:00,1355.95,1356.4,1355.8,1356.2
2014-08-22 14:19:00,1356.15,1356.45,1355.8,1355.95
2014-08-22 14:29:00,1355.95,1355.95,1355.35,1355.4
2014-08-22 14:39:00,1355.35,1355.55,1355.2,1355.25
2014-08-22 14:44:00,1355.2,1355.25,1355.1,1355.15
2014-08-22 14:59:00,1355.15,1355.35,1354.65,1355.3
2014-08-22 15:09:00,1355.25,1355.6,1354.95,1355.55
2014-08-22 15:17:00,1355.45,1355.55,1355.05,1355.3
2014-08-22 15:29:00,1355.5,1355.95,1354.65,1354.8
2014-08-22 15:39:00,1354.55,1355,1354.5,1354.9
2014-08-22 15:49:00,1354.95,1355.25,1354.95,1355.1
2014-08-22 15:59:00,1355.35,1355.35,1355,1355.05
2014-08-22 16:08:00,1355.1,1355.3,1354.75,1354.85
2014-08-22 16:18:00,1354.8,1354.85,1354.7,1354.75
2014-08-22 16:27:00,1354.8,1355.6,1354.75,1355.45
2014-08-22 16:38:00,1355.6,1355.75,1355.25,1355.5
2014-08-22 16:48:00,1355.5,1355.8,1355.15,1355.6
2014-08-22 16:59:00,1355.75,1356.45,1355.65,1356.1
2014-08-22 17:09:00,1356.1,1356.7,1355.9,1355.95
2014-08-22 17:18:00,1355.95,1356.4,1355.85,1356.4
2014-08-22 17:29:00,1356.6,1356.85,1356.15,1356.4
2014-08-22 17:39:00,1356.45,1356.8,1356.2,1356.3
2014-08-22 17:49:00,1356.25,1356.65,1356.25,1356.6
2014-08-22 17:59:00,1356.55,1356.65,1356.35,1356.4
2014-08-22 18:09:00,1356.45,1356.55,1356.05,1356.3
2014-08-22 18:19:00,1356.25,1356.45,1355.95,1356.3
2014-08-22 18:28:00,1356.35,1357.3,1356.2,1356.9
2014-08-22 18:39:00,1356.9,1356.95,1355.75,1355.9
2014-08-22 18:49:00,1355.85,1356,1355.65,1355.7
2014-08-22 18:59:00,1355.75,1356,1355.6,1355.75
2014-08-22 19:09:00,1355.7,1355.9,1355.25,1355.6
2014-08-22 19:19:00,1355.55,1355.85,1355.3,1355.5
2014-08-22 19:29:00,1355.5,1355.55,1355.3,1355.35
2014-08-22 19:39:00,1355.35,1355.75,1355.3,1355.55
2014-08-22 19:49:00,1355.55,1355.55,1354.55,1354.6
2014-08-22 19:59:00,1354.6,1354.6,1351.8,1352.55
2014-08-22 20:09:00,1352.65,1352.8,1352.05,1352.4
2014-08-22 20:19:00,1352.5,1353.05,1352.05,1352.7
2014-08-22 20:29:00,1352.7,1353.1,1351.75,1351.95
2014-08-22 20:39:00,1351.9,1353,1351.4,1352.2
2014-08-22 20:49:00,1352.2,1352.2,1351.05,1351.25
2014-08-22 20:59:00,1351.25,1351.75,1350.7,1350.8
2014-08-22 21:09:00,1350.8,1352.5,1350.75,1352.3
2014-08-22 21:19:00,1352.35,1352.4,1351.55,1351.6
2014-08-22 21:29:00,1351.6,1351.95,1351.15,1351.85
2014-08-22 21:39:00,1351.8,1352,1350.7,1350.95
2014-08-22 21:49:00,1350.75,1351.7,1350.55,1350.95
2014-08-22 21:59:00,1350.95,1351.15,1350.25,1350.65
2014-08-22 22:09:00,1350.7,1353.65,1348.95,1351.15
2014-08-22 22:19:00,1351.15,1351.65,1350.3,1350.85
2014-08-22 22:29:00,1350.85,1351.25,1349.85,1351.05
2014-08-22 22:39:00,1351,1351.05,1349.7,1350.25
2014-08-22 22:49:00,1350.25,1350.25,1348.4,1349.4
2014-08-22 22:59:00,1349.4,1351.65,1348.85,1351.3
2014-08-22 23:09:00,1351.3,1353.7,1351.15,1353.05
2014-08-22 23:19:00,1353,1353.75,1352.6,1353.7
2014-08-22 23:29:00,1353.7,1355.5,1353.4,1355.45
2014-08-22 23:39:00,1355.5,1356.1,1354.65,1355.4
2014-08-22 23:49:00,1355.4,1355.65,1354.75,1355
2014-08-22 23:59:00,1355.1,1355.75,1354.95,1355.7
2014-08-23 00:09:00,1355.35,1355.95,1355.15,1355.35
2014-08-23 00:19:00,1355.35,1355.6,1354.45,1355.45
2014-08-23 00:29:00,1355.45,1356,1355.35,1355.85
2014-08-23 00:39:00,1355.8,1355.85,1353.7,1354
2014-08-23 00:49:00,1354.05,1354.05,1352.15,1352.75
2014-08-23 00:59:00,1352.8,1352.9,1350.2,1351.45
2014-08-23 01:09:00,1351.25,1352.8,1351.15,1352.65
2014-08-23 01:19:00,1352.6,1352.85,1352.4,1352.55
2014-08-23 01:29:00,1352.5,1353.25,1352.25,1352.9
2014-08-23 01:39:00,1352.85,1354.2,1352.6,1354.15
2014-08-23 01:49:00,1354.1,1354.1,1353.7,1353.8
2014-08-23 01:59:00,1353.75,1354.05,1353.65,1353.95
2014-08-23 02:08:00,1354.1,1354.8,1354.05,1354.25
2014-08-23 02:19:00,1354.15,1354.5,1353.9,1354.2
2014-08-23 02:29:00,1354.1,1354.25,1353.9,1354.1
2014-08-23 02:39:00,1354.05,1355.2,1353.85,1354.9
2014-08-23 02:49:00,1354.85,1354.9,1354.35,1354.7
2014-08-23 02:59:00,1354.65,1355,1354.25,1354.35
2014-08-23 03:06:00,1354.35,1354.7,1354.2,1354.5
2014-08-23 03:19:00,1354.4,1354.65,1354.2,1354.45
2014-08-23 03:26:00,1354.5,1354.65,1354.4,1354.6
2014-08-23 03:38:00,1354.7,1354.95,1354.1,1354.85
2014-08-23 03:47:00,1354.75,1355.1,1354.65,1354.9
2014-08-23 03:59:00,1355.05,1355.4,1354.7,1354.95
2014-08-23 04:09:00,1354.9,1355,1354.6,1354.6
2014-08-23 04:19:00,1354.7,1355.1,1354.4,1355.05
2014-08-23 04:28:00,1355,1355.05,1354,1354.3
2014-08-23 04:39:00,1354.15,1354.15,1353.85,1354
2014-08-23 04:49:00,1354.05,1354.3,1353.95,1353.95
2014-08-23 04:57:00,1354.05,1354.55,1353.9,1354.45
2014-08-23 05:08:00,1354.65,1355.05,1354.4,1354.7
2014-08-23 05:14:00,1354.8,1355.4,1338.35,1338.5
2014-08-25 09:59:00,1354.5,1354.5,1354.5,1354.5
2014-08-25 10:09:00,1354.5,1354.5,1352,1353.15
2014-08-25 10:19:00,1353.15,1353.2,1352.55,1353.15
2014-08-25 10:26:00,1353.1,1353.15,1352.85,1352.85
2014-08-25 10:39:00,1353.05,1353.15,1352.9,1353.05
2014-08-25 10:49:00,1353.15,1353.5,1353.1,1353.25
2014-08-25 10:57:00,1353.3,1353.3,1353.1,1353.1
2014-08-25 11:05:00,1353.05,1353.05,1353.05,1353.05
2014-08-25 11:18:00,1353.4,1353.75,1353.2,1353.7
2014-08-25 11:29:00,1353.7,1353.8,1353.15,1353.15
2014-08-25 11:38:00,1353.05,1353.45,1353.05,1353.3
2014-08-25 11:49:00,1353.2,1353.6,1353.05,1353.6
2014-08-25 11:59:00,1353.55,1353.6,1352.9,1353
2014-08-25 12:06:00,1353,1353.25,1352.75,1353.1
2014-08-25 12:18:00,1353.05,1353.05,1352.8,1352.85
2014-08-25 12:29:00,1352.85,1353.15,1352.8,1352.9
2014-08-25 12:39:00,1352.85,1352.85,1352.5,1352.5
2014-08-25 12:45:00,1352.5,1352.5,1352.3,1352.5
2014-08-25 12:59:00,1352.55,1352.6,1352.25,1352.25
2014-08-25 13:06:00,1352.15,1352.45,1351.9,1352.45
2014-08-25 13:19:00,1352.25,1352.65,1352.1,1352.25
2014-08-25 13:28:00,1352.3,1352.65,1352.15,1352.65
2014-08-25 13:38:00,1352.8,1352.85,1352.75,1352.8
2014-08-25 13:46:00,1352.95,1353.25,1352.9,1353.1
2014-08-25 13:59:00,1353.2,1353.7,1353.15,1353.65
2014-08-25 14:09:00,1353.65,1353.75,1353.1,1353.35
2014-08-25 14:19:00,1353.4,1353.4,1352.35,1352.35
2014-08-25 14:28:00,1352.5,1353.05,1352.45,1352.65
2014-08-25 14:39:00,1352.7,1353.25,1352.7,1353
2014-08-25 14:49:00,1353,1353.1,1352.85,1353.1
2014-08-25 14:59:00,1353.05,1353.65,1352.8,1353.1
2014-08-25 15:09:00,1353.1,1353.25,1352.65,1352.65
2014-08-25 15:19:00,1352.55,1352.95,1352,1352.75
2014-08-25 15:29:00,1352.9,1353,1351.2,1352.05
2014-08-25 15:39:00,1352.05,1352.35,1351.5,1352.15
2014-08-25 15:49:00,1352.2,1352.75,1352.15,1352.4
2014-08-25 15:59:00,1352.4,1352.4,1351.3,1351.4
2014-08-25 16:09:00,1351.35,1352.25,1351.25,1352.25
2014-08-25 16:18:00,1352.25,1352.4,1352.1,1352.3
2014-08-25 16:29:00,1352.2,1352.9,1352.2,1352.8
2014-08-25 16:37:00,1352.75,1352.75,1352.05,1352.45
2014-08-25 16:49:00,1352.4,1352.5,1351.75,1351.9
2014-08-25 16:59:00,1351.9,1352.1,1351.75,1351.8
2014-08-25 17:09:00,1351.8,1351.8,1351,1351.05
2014-08-25 17:19:00,1350.95,1351.95,1350.85,1351.95
2014-08-25 17:29:00,1351.95,1352.65,1351.95,1352.3
2014-08-25 17:39:00,1352.3,1352.65,1352.25,1352.55
2014-08-25 17:49:00,1352.5,1352.55,1351.35,1352
2014-08-25 17:59:00,1352,1352.05,1351.65,1351.75
2014-08-25 18:09:00,1351.75,1351.95,1351.25,1351.35
2014-08-25 18:19:00,1351.35,1351.5,1350.85,1351.2
2014-08-25 18:29:00,1351.2,1351.55,1350.9,1350.95
2014-08-25 18:39:00,1351,1351.2,1350.95,1351.15
2014-08-25 18:47:00,1351.15,1352.2,1351.1,1351.9
2014-08-25 18:57:00,1351.9,1352,1351.15,1351.7
2014-08-25 19:09:00,1351.75,1352.1,1351.7,1351.95
2014-08-25 19:18:00,1352,1352.15,1351.85,1352.15
2014-08-25 19:29:00,1352.55,1352.8,1352.2,1352.55
2014-08-25 19:38:00,1352.55,1352.8,1352.55,1352.6
2014-08-25 19:49:00,1352.55,1353,1352.35,1352.6
2014-08-25 19:57:00,1352.55,1352.55,1351.8,1352.4
2014-08-25 20:09:00,1352.3,1353.15,1352.2,1353.05
2014-08-25 20:19:00,1353.05,1354.55,1352.95,1353.65
2014-08-25 20:29:00,1353.6,1353.8,1352.45,1353.6
2014-08-25 20:39:00,1353.55,1353.6,1352.15,1352.25
2014-08-25 20:49:00,1352.25,1352.4,1350.25,1351.25
2014-08-25 20:59:00,1351.2,1352.05,1350.95,1351.75
2014-08-25 21:09:00,1351.75,1351.8,1350.1,1350.45
2014-08-25 21:19:00,1350.45,1351,1350.25,1350.45
2014-08-25 21:29:00,1350.5,1351.2,1350.3,1350.55
2014-08-25 21:39:00,1350.55,1351.7,1350.35,1350.75
2014-08-25 21:49:00,1350.8,1350.8,1349.9,1349.95
2014-08-25 21:59:00,1349.95,1350.2,1349,1349.7
2014-08-25 22:09:00,1349.75,1350.85,1349.35,1350.1
2014-08-25 22:19:00,1350.1,1351.35,1349.7,1351.15
2014-08-25 22:29:00,1351.2,1352.3,1351.15,1352.1
2014-08-25 22:39:00,1352.1,1352.3,1351.35,1351.6
2014-08-25 22:49:00,1351.55,1352.2,1351.55,1352.2
2014-08-25 22:59:00,1352.2,1352.2,1350.75,1350.9
2014-08-25 23:09:00,1350.9,1351.45,1350.65,1350.95
2014-08-25 23:19:00,1350.9,1351.7,1350.7,1350.95
2014-08-25 23:29:00,1350.95,1352.3,1350.9,1351.85
2014-08-25 23:39:00,1351.85,1351.9,1351.05,1351.25
2014-08-25 23:49:00,1351.25,1351.65,1350.75,1350.85
2014-08-25 23:58:00,1350.85,1351.4,1350.8,1351.35
2014-08-26 00:09:00,1351.35,1351.65,1350.75,1351.45
2014-08-26 00:18:00,1351.4,1351.45,1350.25,1350.55
2014-08-26 00:29:00,1350.45,1351.8,1350.45,1351.55
2014-08-26 00:38:00,1351.6,1351.65,1351,1351.15
2014-08-26 00:49:00,1351.15,1351.65,1351.05,1351.4
2014-08-26 00:59:00,1351.4,1351.8,1351.15,1351.75
2014-08-26 01:09:00,1351.85,1351.85,1350.75,1351.35
2014-08-26 01:19:00,1351.3,1352.3,1351.25,1351.9
2014-08-26 01:29:00,1351.9,1352.4,1351.5,1351.65
2014-08-26 01:37:00,1351.65,1351.7,1351.3,1351.4
2014-08-26 01:49:00,1351.4,1351.55,1351.25,1351.5
2014-08-26 01:59:00,1351.4,1351.55,1350.85,1351
2014-08-26 02:09:00,1351.1,1351.45,1351.05,1351.35
2014-08-26 02:17:00,1351.4,1351.65,1351.15,1351.25
2014-08-26 02:29:00,1351.1,1351.55,1351,1351.4
2014-08-26 02:33:00,1351.35,1351.4,1351.15,1351.3
2014-08-26 02:49:00,1351.5,1351.85,1351.25,1351.25
2014-08-26 02:59:00,1351.25,1351.5,1351.25,1351.4
2014-08-26 03:08:00,1351.35,1351.7,1351.35,1351.7
2014-08-26 03:26:00,1351.5,1351.5,1351.15,1351.3
2014-08-26 03:37:00,1351.35,1351.35,1351.3,1351.3
2014-08-26 03:49:00,1351.25,1351.25,1350.55,1350.55
2014-08-26 03:59:00,1350.6,1350.7,1349.9,1350.1
2014-08-26 04:09:00,1350.15,1350.3,1349.7,1350.2
2014-08-26 04:19:00,1350.15,1350.2,1348.4,1349.8
2014-08-26 04:29:00,1349.6,1350.2,1349.25,1350.2
2014-08-26 04:39:00,1350.35,1350.5,1350.25,1350.4
2014-08-26 04:49:00,1350.4,1350.4,1349.95,1350.15
2014-08-26 04:59:00,1350.25,1350.9,1350.25,1350.8
2014-08-26 05:09:00,1350.8,1350.8,1349.95,1350.05
2014-08-26 05:14:00,1350.35,1350.4,1344.75,1344.8
2014-08-26 05:59:00,1345.35,1350.9,1345.05,1350.5
2014-08-26 06:08:00,1350.2,1350.55,1349.45,1350.45
2014-08-26 06:19:00,1350.35,1350.4,1350.3,1350.35
2014-08-26 06:29:00,1350.45,1350.6,1349.7,1350.2
2014-08-26 06:36:00,1350.15,1350.2,1349.7,1349.85
2014-08-26 06:46:00,1349.95,1350,1349.7,1349.9
2014-08-26 06:59:00,1349.95,1349.95,1349.65,1349.85
2014-08-26 07:05:00,1350.05,1351,1350,1350.45
2014-08-26 07:38:00,1350.5,1350.65,1349.65,1350.45
2014-08-26 07:48:00,1350.4,1350.8,1350.35,1350.55
2014-08-26 07:59:00,1350.75,1350.9,1349.85,1350.4
2014-08-26 08:09:00,1350.05,1350.5,1349.8,1350.25
2014-08-26 08:19:00,1350.3,1350.4,1349.45,1349.45
2014-08-26 08:29:00,1349.5,1350.9,1349.35,1350.55
2014-08-26 08:39:00,1350.7,1350.75,1350.25,1350.25
2014-08-26 08:49:00,1350.15,1350.3,1349.85,1350.1
2014-08-26 08:59:00,1350.25,1350.7,1350.2,1350.7
2014-08-26 09:09:00,1350.7,1351.2,1350.35,1351.05
2014-08-26 09:19:00,1351.05,1351.1,1349.95,1350
2014-08-26 09:29:00,1350.1,1350.45,1349.5,1350.15
2014-08-26 09:39:00,1350.05,1350.35,1349.4,1349.55
2014-08-26 09:49:00,1349.5,1349.55,1348.45,1349.2
2014-08-26 09:59:00,1349.25,1350,1349.05,1349.95
2014-08-26 10:09:00,1350,1350.1,1349.8,1350.1
2014-08-26 10:19:00,1350.05,1350.2,1349.8,1350.15
2014-08-26 10:29:00,1350.2,1350.2,1349.75,1350.15
2014-08-26 10:39:00,1350.4,1350.7,1350.3,1350.6
2014-08-26 10:49:00,1350.6,1351.6,1350.6,1351.4
2014-08-26 10:59:00,1351.55,1352.45,1351.5,1352.35
2014-08-26 11:09:00,1352.4,1352.45,1352,1352.35
2014-08-26 11:17:00,1352.25,1352.65,1352.15,1352.5
2014-08-26 11:28:00,1352.4,1352.4,1351.9,1352
2014-08-26 11:38:00,1351.9,1351.95,1351.65,1351.65
