datetime,open,high,low,close,vol
2015-02-25 09:10:00,159.31,159.39,159.3,159.35,15495
2015-02-25 09:00:00,159.31,159.38,159.27,159.3,20705
2015-02-25 08:50:00,159.26,159.34,159.25,159.31,21490
2015-02-25 08:40:00,159.22,159.27,159.22,159.26,10754
2015-02-25 08:30:00,159.2,159.24,159.19,159.23,8493
2015-02-25 08:20:00,159.16,159.24,159.16,159.2,8490
2015-02-25 08:10:00,159.21,159.22,159.14,159.16,9840
2015-02-25 08:00:00,159.16,159.22,159.16,159.21,13240
2015-02-25 07:50:00,159.12,159.17,159.1,159.17,11875
2015-02-25 07:40:00,159.17,159.18,159.1,159.12,13304
2015-02-25 07:30:00,159.21,159.22,159.15,159.17,13145
2015-02-25 07:20:00,159.26,159.26,159.19,159.22,6486
2015-02-25 07:10:00,159.23,159.28,159.22,159.25,8491
2015-02-25 07:00:00,159.2,159.25,159.17,159.23,7460
2015-02-25 06:50:00,159.22,159.23,159.19,159.2,5934
2015-02-25 06:40:00,159.23,159.24,159.19,159.22,10441
2015-02-25 06:30:00,159.17,159.23,159.17,159.23,8034
2015-02-25 06:20:00,159.18,159.19,159.16,159.17,3493
2015-02-25 06:10:00,159.18,159.19,159.15,159.18,5609
2015-02-25 06:00:00,159.14,159.19,159.13,159.18,5743
2015-02-25 05:50:00,159.14,159.16,159.13,159.14,6146
2015-02-25 05:40:00,159.15,159.16,159.13,159.14,7392
2015-02-25 05:30:00,159.22,159.23,159.14,159.16,9438
2015-02-25 05:20:00,159.18,159.22,159.18,159.22,4627
2015-02-25 05:10:00,159.18,159.23,159.18,159.18,4306
2015-02-25 05:00:00,159.18,159.2,159.15,159.19,7067
2015-02-25 04:50:00,159.19,159.19,159.16,159.18,6430
2015-02-25 04:40:00,159.24,159.25,159.18,159.19,9008
2015-02-25 04:30:00,159.19,159.26,159.17,159.24,8757
2015-02-25 04:20:00,159.21,159.25,159.16,159.19,13111
2015-02-25 04:10:00,159.23,159.27,159.2,159.22,8864
2015-02-25 04:00:00,159.24,159.25,159.22,159.23,9964
2015-02-25 03:50:00,159.21,159.24,159.18,159.23,9237
2015-02-25 03:40:00,159.23,159.27,159.19,159.2,11918
2015-02-25 03:30:00,159.25,159.3,159.22,159.24,16751
2015-02-25 03:20:00,159.15,159.26,159.14,159.25,21380
2015-02-25 03:10:00,159.11,159.16,159.1,159.15,7389
2015-02-25 03:00:00,159.17,159.19,159.11,159.11,13688
2015-02-25 02:50:00,159.11,159.18,159.11,159.18,19035
2015-02-25 02:40:00,159.09,159.12,159.08,159.11,10592
2015-02-25 02:30:00,159.03,159.1,159.03,159.09,8045
2015-02-25 02:20:00,159.04,159.06,159.03,159.04,5765
2015-02-25 02:10:00,159.02,159.1,159.02,159.03,13931
2015-02-25 02:00:00,159,159.03,158.96,159.03,11377
2015-02-25 01:50:00,158.95,159.02,158.94,159,5558
2015-02-25 01:40:00,159.01,159.02,158.94,158.94,5393
2015-02-25 01:30:00,158.97,159.01,158.96,159.01,4196
2015-02-25 01:20:00,158.94,158.97,158.93,158.96,3012
2015-02-25 01:10:00,158.92,158.94,158.9,158.94,2113
2015-02-25 01:00:00,158.95,158.95,158.91,158.93,5736
2015-02-24 14:50:00,158.92,158.95,158.92,158.95,291
2015-02-24 14:40:00,158.91,158.93,158.91,158.93,114
2015-02-24 14:30:00,158.91,158.92,158.9,158.92,200
